	080	001	005	102	129	013	103	002	083	053	040	007	721	081	720	113	020	137	166	088	082	024	144	047	143	724	771	079	181	101	074	112	133	159	175	792	716	156	068	795	714	759	138	702	011	158	718	177	167	165	105	703	127	153	128	055	163	110	109	785	134	157	1024	155	072	098	747	172	199	043	132	135	009	715	774	775	761	178	791	119	743	025	706	104	1004	1002	1045	1061	701	704	753	776	770	152	764	768	126	148	756	142	176	169	797	111	192	193	197	029	021	1017	790	793	796	200	107	100	032	183	188	1006	782	780	787	136	086	709	707	726	123	093	092	779	777	1022	1026	065	762	766	769	077	125	1049	750	752	141	147	046	744	174	734	738	739	1064	168	161
080		16	29	25	8	11	7	3	8	9	2	5	4	6	6	4	6	2	8	4	6	3	2	6	4	4	2	2	2	4	6	1	2		1	2	1		4	3	2	1	1	1	2	2	2	2	1	1	2	3	2			1	1	1	1	1		1	1	1	1		1	1	1	1	1	1		1	1	2			1			1		1	1	1	1	2		1		1	1		1	1	1		1			2		1						1		1	1		1	1		1		1	1	1	1					1		1	1	1		1	1				1	1		1			1						1	1	1		1
001	16		17	7	7	7	1	3	2	5		4	1	2		1		1	1	1		2		2					3			2					1			1						1		1			1						1	1																		1			1	1																							1																1						1	1																													
005	29	17		4	2	4	7	5	1	2	3	2	2	2	5		4	1	1	3		3	1	1		1	1					3											1			1											2												1												1																																																												1								1	1					
102	25	7	4		6	6	10	3	1	5	3	1	2	6		3			1	2		2			1								2		1								1					1																				1			1																																																																																				
129	8	7	2	6		1	7			1					1	1		1		1		2	2		3		1		3								2							2		1		1											1						2							1																									1			1																																														1								1	
013	11	7	4	6	1		1	3		4	4			3						1		1			1				1				1																																1																																																																																										
103	7	1	7	10	7	1		1								6																1			1								2																																																																																	1																															
002	3	3	5	3		3	1			1	2	1		1			1			1										1					1				1																	1																	2																					1																																																													
083	8	2	1	1								1				1	1	1			10						1			1					1																																																												1																																																				1								
053	9	5	2	5	1	4		1				2	1	2																						1					1															1				1																																																																																															
040	2		3	3		4		2						4		1		1		2		2											1						2								1				1											2				1					1		3																																																															1																			
007	5	4	2	1				1	1	2							2							2		1				1	2				1										1																																																																																																														
721	4	1	2	2						1									4				2									1					1				1											3																																																																																																							
081	6	2	2	6		3		1		2	4										1																																																																																																																																						
720	6		5		1													2	2								6													2	1						1										1										1		1												1																																																																										
113	4	1		3	1		6		1		1						1		2				2		1								1																		1																																																																																																								
020	6		4					1	1			2				1					2									2	2							1															1																													1																																																																									
137	2	1	1		1				1		1				2											2				2			1		2							1													1	1										1		1						1				1																											1			1																																															
166	8	1	1	1									4		2	2									1																			1								1							1																															1	2																																		1																														
088	4	1	3	2	1	1		1			2															1							1																																1	1																																																																																									
082	6								10					1			2											1																																																																																																																															
024	3	2	3	2	2	1					2												1														1					1														2																																																					1																																														
144	2		1		2								2			2						1														1																					1	1					1																							1																																																																					
047	6	2	1									2																			3																																																																																																																												
143	4			1	3	1										1			1														1																																																				1																																																																						
724	4		1									1						2		1																																																						1																																																											1																						
771	2		1		1				1						6																																																																																																																																												
079	2																				1																	2							4								2	1		1																																																																									1																										
181	2	3			3	1																															1									1																																																																																																													
101	4							1	1			1					2	2																																																																																																																																									
074	6											2					2							3																																																																																																																																			
112	1	2	3				1						1																																																						2																																																																																								
133	2			2		1					1					1		1		1					1																		1																													1																																																																																			
159																																							1								1			2						1						2									2							1																													1							1																																									
175	1			1			1	1	1			1						2																																																																																																																																									
792	2									1													1																			1																					2	1																							1																																																																				
716	1	1			2								1									1							1																																																																																		1																																												
156																	1											2																										2																							3																																																																														
068	4							1			2																							1																												1																																																																										1								1											
795	3	1													2																																																																																																																																												
714	2									1			1		1																																																												1																	1																																																															
759	1																	1				1														1																												1											1																																																																																
138	1		1	1			2																										1																																																																																																																										
702	1				2														1																												1																						1																																																																																						
011	2											1																4																																																																																																																															
158	2	1	1		1																								1																																																																																																																														
718	2										1				1																			1										1																																																									1																																				1																		
177	2	1		1	1																																																																1																													1																																																									
167	1																																																	5																		1																																																																																							
165	1																																	2															5																																																																																																										
105	2	1									1					1																																																		1																																																																																									
703	3												3						1																																																																																																																																								
127	2																1											2																																																																																																																															
153																												1										2																																1																								1																																																													
128																		1																																											4																																																																																														
055	1							1		1								1				2						1						1																																																																																																																									
163	1	1	2												1								1																																																																																																																																				
110	1	1																					1																																																									1																																																																											
109	1				1														1																																																																						1																																																																		
785	1									1																																																																																										1																																						1																	
134																																																							4																																																																																																				
157	1										2																							2					1																																																																																																																				
1024	1																						1													2																																																																																																																							
155	1																																			1						1																																																																																																										1							
072	1				2	1														1																																																																																																																																							
098											1							1		1																															1																			1														1																																																																							
747	1														1																	2																																																																																																																											
172	1			1														1																															1																																																				1																																																						
199	1		1												1																													1				1																																																																																																											
043	1																																																					1												1																																																																																									
132	1			1							1																							2																																																																																																																									
135	1				1																												1																																																																																																																										
009								2			3																																																																																																																																																
715	1																	1								1																																																																																																																																	
774	1																																								1	1																																																																																																																	
775	2	1																																																																																																																																																									
761																																						3																																																																																																																					
178																		1																1																																																							1												1																																																						
791	1	1																																																																																																																																													1												
119		1																																																								1																																																																																																	
743			1												1																																																																																																																																												
025	1																1																																																																																																																																										
706																																																																																									1																									1													1																												
104	1																																																																	1																																																																																									
1004	1																								1																																																																																																																																		
1002	1																						1																																																																																																																																				
1045	1																																			1																																																																																																																							
1061	2																																																																																																																																																										
701																																																											1																			1					1																																																																								
704	1																		1																																																																																																																																								
753																			2																																																																																																																																								
776	1																																								1																																																																																																																		
770	1																																																																																																		1																																																								
152								1																																														1																																																																																																					
764	1								1																																																																																																																																																		
768	1																																																																																																									1																																																	
126	1				1																																																																																																																																																						
148																																																1																																																					1																																																						
756	1																																																																																												1																																																														
142					1																																																							1																																																																																															
176																																															1																					1										1																				1																																																									
169	2																																																																																																																																																										
797		1																																																																																																																																																									
111	1																																																																																																																																																										
192																		1																																																																																																																																									
193																																																																																																1																																																											
197																																		1																																																																																																																									
029																		1																																																																																																																																									
021																						1																																																																																																																																					
1017	1																																																																																																																																																										
790																																					1																																																																																																																						
793	1																																																																																																																																																										
796	1																																																																																																																																																										
200																																		1																																																	1																																																																								
107	1																																																																																																																																																										
100	1																																																																																																																																																										
032																																																																																																																																																			1								
183	1																																																																																																																																																										
188		1																																																																																																																																																									
1006	1																																																																																																																																																										
782	1																																																																																																																																																										
780	1																																																																																																																																																										
787	1																																																																																																																																																										
136							1																																																																																																																																																				
086		1																	1																																																																																																																																								
709		1																																																																																																																																																									
707																																																																																			1																																																																								
726	1																																																																																																																																																										
123																												1																																																																																																																															
093	1																																																																																																																																																										
092	1																																																																																																																																																										
779	1																																																																																																																																																										
777																										1																																																																																																																																	
1022	1																																																																																																																																																										
1026	1																																																																																																																																																										
065											1																												1																																																																																																																				
762																																															1																																																																																																												
766																																																												1																																																																																															
769	1																																																																																																																																																										
077	1																																																																																																																																																										
125			1																																																																																																																																																								
1049	1																																																																																																																																																										
750																																																																															1																																																																												
752																																							1																																																																																																																				
141	1																																																																																																																																																										
147					1																																																																																																																																																						
046									1																																																																																																												1																																						
744																																																																1																																																																																											
174			1																																																																																																																																																								
734			1																																																																																																																																																								
738	1																																																																																																																																																										
739	1																																																																																																																																																										
1064	1																																																																																																																																																										
168					1																																																																																																																																																						
161	1																																																																																																																																																										
